Name,Age,Years of Experience,salary
KADLEC,22,2,25500
JO,22,2,25500
JHONSON,22,2,25500
JANTZ,22,2,25500
INGLIS,22,2,25500
HUSK,22,2,25500
HULME,22,2,25500
HOUSEL,22,2,25500
HOFMAN,22,2,25500
HILLERY,22,2,25500
HEIDENREICH,22,2,25500
HEAPS,22,2,25500
HASLETT,22,2,25500
HARTING,22,2,25500
HARTIG,22,2,25500
HAMLER,22,2,25500
HALTON,22,2,25500
HALLUM,22,2,25500
GUTIERRES,22,2,25500
GUIDA,22,2,25500
GUERRIER,22,2,25500
GROSSI,22,2,25500
GRESS,22,2,25500
GREENHALGH,22,2,25500
GRAVELLE,22,2,25500
GOW,22,2,25500
GOSLIN,22,2,25500
GONYEA,22,2,25500
GIPE,22,2,25500
GERSTNER,22,2,25500
GASSER,22,2,25500
GARCEAU,22,2,25500
GANNAWAY,22,2,25500
GAMA,22,2,25500
GALLOP,22,2,25500
GAISER,22,2,25500
FULLILOVE,22,2,25500
FOUTZ,22,2,25500
FOSSUM,22,2,25500
FLANNAGAN,22,2,25500
FARRIOR,22,2,25500
FALLER,22,2,25500
ERICKSEN,22,2,25500
ENTREKIN,22,2,25500
ENOCHS,22,2,25500
ENGLUND,22,2,25500
ELLENBERGER,22,2,25500
EASTLAND,22,2,25500
EARWOOD,22,2,25500
DUDASH,22,2,25500
DU,22,2,25500
DROZD,22,2,25500
DESOTO,22,2,25500
DELPH,22,2,25500
DEKKER,22,2,25500
DEJOHN,22,2,25500
DEGARMO,22,2,25500
DEFEO,22,2,25500
DEFALCO,22,2,25500
DEBLOIS,22,2,25500
DACUS,22,2,25500
CUDD,22,2,25500
CROSSEN,22,2,25500
CROOMS,22,2,25500
CRONAN,22,2,25500
COSTIN,22,2,25500
COSTANZA,22,2,25500
CORDRAY,22,2,25500
COMERFORD,22,2,25500
COLLIE,22,2,25500
COLEGROVE,22,2,25500
COLDWELL,22,2,25500
CLAASSEN,22,2,25500
CHARTRAND,22,2,25500
CASTIGLIONE,22,2,25500
CARTE,22,2,25500
CARDELLA,22,2,25500
CARBERRY,22,2,25500
CAPP,22,2,25500
CAPOBIANCO,22,2,25500
CANGELOSI,22,2,25500
BUCH,22,2,25500
BRUNELL,22,2,25500
BRUCKER,22,2,25500
BROCKETT,22,2,25500
BRIZENDINE,22,2,25500
BRINEGAR,22,2,25500
BRIMER,22,2,25500
BRASE,22,2,25500
BOSQUE,22,2,25500
BONK,22,2,25500
BOLGER,22,2,25500
BOHANON,22,2,25500
BOHAN,22,2,25500
BLAZEK,22,2,25500
BERNING,22,2,25500
BERGAN,22,2,25500
BENNETTE,22,2,25500
BEAUCHEMIN,22,2,25500
BATTISTE,22,2,25500
BARRA,22,2,25500
BALOGH,22,2,25500
AVIS,22,2,25500
AVALLONE,22,2,25500
AUBRY,22,2,25500
ASHCROFT,22,2,25500
ASENCIO,22,2,25500
ARLEDGE,22,2,25500
ANCHONDO,22,2,25500
AMY,22,2,25500
ALVORD,22,2,25500
ACHESON,22,2,25500
ZALESKI,22,2,25500
YONKER,22,2,25500
WYSS,22,2,25500
WYCOFF,22,2,25500
WOODBURN,22,2,25500
WININGER,22,2,25500
WINDERS,22,2,25500
WILLMON,22,2,25500
WIECHMANN,22,2,25500
WESTLEY,22,2,25500
WEATHERHOLT,22,2,25500
WARNICK,22,2,25500
WARDLE,22,2,25500
WARBURTON,22,2,25500
VOLKERT,22,2,25500
VIRGIN,22,2,25500
VILLANVEVA,22,2,25500
VEIT,22,2,25500
VASS,22,2,25500
VANALLEN,22,2,25500
TUNG,22,2,25500
TORIBIO,22,2,25500
TOOTHMAN,22,2,25500
TIGGS,22,2,25500
THORNSBERRY,22,2,25500
THOME,22,2,25500
TEPPER,22,2,25500
TEEPLE,22,2,25500
TEBO,22,2,25500
TASSONE,22,2,25500
TANN,22,2,25500
SULTAN,22,2,25500
STUCKER,22,2,25500
STOTLER,22,2,25500
STONEMAN,22,2,25500
STEHLE,22,2,25500
STANBACK,22,2,25500
STALLCUP,22,2,25500
SPURR,22,2,25500
SPEERS,22,2,25500
SPADA,22,2,25500
SOLUM,22,2,25500

OLIVERAS,56,13,135500
OLIVARRIA,56,13,135500
OGORMAN,56,13,135500
NEAR,56,13,135500
NARON,56,13,135500
NA,56,13,135500
MUNCIE,56,13,135500
MOWBRAY,56,13,135500
MORONES,56,13,135500
MORETTI,56,13,135500
MONN,56,13,135500
MITTS,56,13,135500
MINKS,56,13,135500
MINARIK,56,13,135500
MIMMS,56,13,135500
MILLIRON,56,13,135500
MILLINGTON,56,13,135500
MILLHOUSE,56,13,135500
MESSERSMITH,56,13,135500
MCNETT,56,13,135500
MCKINSTRY,56,13,135500
MCGEORGE,56,13,135500
MCDILL,56,13,135500
MCATEER,56,13,135500
MAZZEO,56,13,135500
MATCHETT,56,13,135500
MAHOOD,56,13,135500
MABERY,56,13,135500
LUNDELL,56,13,135500
LOUDEN,56,13,135500
LOSOYA,56,13,135500
LISK,56,13,135500
LEZAMA,56,13,135500
LEIB,56,13,135500
LEBO,56,13,135500
LANOUE,56,13,135500
LANFORD,56,13,135500
LAFORTUNE,56,13,135500
KUMP,56,13,135500
KRONE,56,13,135500
KREPS,56,13,135500
KOTT,56,13,135500
KOPECKY,56,13,135500
KOLODZIEJ,56,13,135500
KNUCKLES,56,13,135500
KINMAN,56,13,135500
KIMMONS,56,13,135500
KELTY,56,13,135500
KASTER,56,13,135500
KARLSON,56,13,135500
KANIA,56,13,135500
JULES,56,13,135500
JOYAL,56,13,135500
JOB,56,13,135500
JENNER,56,13,135500
JASINSKI,56,13,135500
JANDREAU,56,13,135500
ISENHOUR,56,13,135500
HUNZIKER,56,13,135500
HUHN,56,13,135500
HOUDE,56,13,135500
HOUCHINS,56,13,135500
HOLTMAN,56,13,135500
HODO,56,13,135500
HEYMAN,56,13,135500
HENTGES,56,13,135500
HEDBERG,56,13,135500
HAYNE,56,13,135500
HAYCRAFT,56,13,135500
HARSHBARGER,56,13,135500
HARSHAW,56,13,135500
HARRISS,56,13,135500
HARING,56,13,135500
HANSELL,56,13,135500
HANFORD,56,13,135500
HANDLER,56,13,135500
HAMBURG,56,13,135500
HAMBLEN,56,13,135500
GUNNELL,56,13,135500
GROAT,56,13,135500
GORECKI,56,13,135500
GOCHENOUR,56,13,135500
GLEESON,56,13,135500
GENEST,56,13,135500
GEISER,56,13,135500
GABRIELE,56,13,135500
FULGHUM,56,13,135500
FRIESE,56,13,135500
FRIDLEY,56,13,135500
FREEBORN,56,13,135500
FRAILEY,56,13,135500
FLAUGHER,56,13,135500
FIALA,56,13,135500
ETTINGER,56,13,135500
ETHEREDGE,56,13,135500
ESPITIA,56,13,135500
ERIKSEN,56,13,135500
ENGELBRECHT,56,13,135500
ENGEBRETSON,56,13,135500
ELIE,56,13,135500
EICKHOFF,56,13,135500
EDNEY,56,13,135500
EDELEN,56,13,135500
EBERHARD,56,13,135500
EASTIN,56,13,135500
EAKES,56,13,135500
DRIGGS,56,13,135500
DONER,56,13,135500
DONAGHY,56,13,135500
DISALVO,56,13,135500
DESHONG,56,13,135500
DAHMS,56,13,135500
DAHLQUIST,56,13,135500
CURREN,56,13,135500
CRIPE,56,13,135500
CREE,56,13,135500
CREAGER,56,13,135500
CORLE,56,13,135500
CONATSER,56,13,135500
COMMONS,56,13,135500
COGGIN,56,13,135500
CODER,56,13,135500
COAXUM,56,13,135500
CLOSSON,56,13,135500
CLODFELTER,56,13,135500
CLASSEN,56,13,135500
CHITTENDEN,56,13,135500
CASTILLEJA,56,13,135500
CASALE,56,13,135500
CARTEE,56,13,135500
CARRIERE,56,13,135500
CANUP,56,13,135500
CANIZALES,56,13,135500
BURGOON,56,13,135500
BUNGER,56,13,135500

PENMAN,56,13,135500
PAYSON,56,13,135500
PAQUET,56,13,135500
PAPPALARDO,56,13,135500
OUTLAND,56,13,135500
OSCAR,56,13,135500
ORENSTEIN,56,13,135500
NUTTALL,56,13,135500
NUCKOLS,56,13,135500
NOTT,56,13,135500
NIMMO,56,13,135500
MURTAGH,56,13,135500
MOUSSEAU,56,13,135500
MOULDER,56,13,135500
MOONEYHAN,56,13,135500
MOAK,56,13,135500
MINCH,56,13,135500
MIERA,56,13,135500
MERCURI,56,13,135500
MEIGHAN,56,13,135500
MCNELLY,56,13,135500
MCGUFFIN,56,13,135500
MCCREERY,56,13,135500
MCCLASKEY,56,13,135500
MAN,56,13,135500
MAINOR,56,13,135500
LUONGO,56,13,135500
LUNDSTROM,56,13,135500
LOUGHMAN,56,13,135500
LOOSE,56,13,135500
LOBO,56,13,135500
LOBB,56,13,135500
LINHART,56,13,135500
LIBERTY,56,13,135500
LEVER,56,13,135500
LEU,56,13,135500
LEITER,56,13,135500
LEHOUX,56,13,135500
LEHN,56,13,135500
LARES,56,13,135500
LAPAN,56,13,135500
LANGHORNE,56,13,135500
LAMON,56,13,135500
LADWIG,56,13,135500
LADSON,56,13,135500
KUZMA,56,13,135500
KREITZER,56,13,135500
KNOP,56,13,135500
KEECH,56,13,135500
KEA,56,13,135500
KADLEC,56,13,135500
JO,56,13,135500
JHONSON,56,13,135500
JANTZ,56,13,135500
INGLIS,56,13,135500
HUSK,56,13,135500
HULME,56,13,135500
HOUSEL,56,13,135500
HOFMAN,56,13,135500
HILLERY,56,13,135500
HEIDENREICH,56,13,135500
HEAPS,56,13,135500
HASLETT,56,13,135500
HARTING,56,13,135500
HARTIG,56,13,135500
HAMLER,56,13,135500
HALTON,56,13,135500
HALLUM,56,13,135500
GUTIERRES,56,13,135500
GUIDA,56,13,135500
GUERRIER,56,13,135500
GROSSI,56,13,135500
GRESS,56,13,135500
GREENHALGH,56,13,135500
GRAVELLE,56,13,135500
GOW,56,13,135500
GOSLIN,56,13,135500
GONYEA,56,13,135500
GIPE,56,13,135500
GERSTNER,56,13,135500
GASSER,56,13,135500
GARCEAU,56,13,135500
GANNAWAY,56,13,135500
GAMA,56,13,135500
GALLOP,56,13,135500
GAISER,56,13,135500
FULLILOVE,56,13,135500
FOUTZ,56,13,135500
FOSSUM,56,13,135500
FLANNAGAN,56,13,135500
FARRIOR,56,13,135500
FALLER,56,13,135500
ERICKSEN,56,13,135500
ENTREKIN,56,13,135500
ENOCHS,56,13,135500
ENGLUND,56,13,135500
ELLENBERGER,56,13,135500
EASTLAND,56,13,135500
EARWOOD,56,13,135500
DUDASH,56,13,135500
DU,56,13,135500
DROZD,56,13,135500
DESOTO,56,13,135500
DELPH,56,13,135500
DEKKER,56,13,135500
DEJOHN,56,13,135500
DEGARMO,56,13,135500
DEFEO,56,13,135500
DEFALCO,56,13,135500
DEBLOIS,56,13,135500
DACUS,56,13,135500
CUDD,56,13,135500
CROSSEN,56,13,135500
CROOMS,56,13,135500
CRONAN,56,13,135500
COSTIN,56,13,135500
COSTANZA,56,13,135500
CORDRAY,56,13,135500
COMERFORD,56,13,135500
COLLIE,56,13,135500
COLEGROVE,56,13,135500
COLDWELL,56,13,135500
CLAASSEN,56,13,135500
CHARTRAND,56,13,135500
CASTIGLIONE,56,13,135500
CARTE,56,13,135500
CARDELLA,56,13,135500
CARBERRY,56,13,135500
CAPP,56,13,135500
CAPOBIANCO,56,13,135500
CANGELOSI,56,13,135500
BUCH,56,13,135500
BRUNELL,56,13,135500
BRUCKER,56,13,135500
BROCKETT,56,13,135500
BRIZENDINE,56,13,135500
BRINEGAR,56,13,135500
BRIMER,56,13,135500
BRASE,56,13,135500
BOSQUE,56,13,135500
BONK,56,13,135500
BOLGER,56,13,135500
BOHANON,56,13,135500
BOHAN,56,13,135500
BLAZEK,56,13,135500
BERNING,56,13,135500
BERGAN,56,13,135500
BENNETTE,56,13,135500
BEAUCHEMIN,56,13,135500
BATTISTE,56,13,135500
BARRA,56,13,135500
BALOGH,56,13,135500
AVIS,56,13,135500
AVALLONE,56,13,135500
AUBRY,56,13,135500
ASHCROFT,56,13,135500
ASENCIO,56,13,135500
ARLEDGE,56,13,135500
ANCHONDO,56,13,135500
AMY,56,13,135500
ALVORD,56,13,135500
ACHESON,56,13,135500
ZALESKI,56,13,135500
YONKER,56,13,135500
WYSS,56,13,135500
WYCOFF,56,13,135500
WOODBURN,56,13,135500
WININGER,56,13,135500
WINDERS,56,13,135500
WILLMON,56,13,135500
WIECHMANN,56,13,135500
WESTLEY,56,13,135500
WEATHERHOLT,56,13,135500
WARNICK,56,13,135500
WARDLE,56,13,135500
WARBURTON,56,13,135500
VOLKERT,56,13,135500
VIRGIN,56,13,135500
VILLANVEVA,56,13,135500
VEIT,56,13,135500
VASS,56,13,135500
VANALLEN,56,13,135500
TUNG,56,13,135500
TORIBIO,56,13,135500
TOOTHMAN,56,13,135500
TIGGS,56,13,135500
THORNSBERRY,56,13,135500
THOME,56,13,135500
TEPPER,56,13,135500
TEEPLE,56,13,135500
TEBO,56,13,135500
TASSONE,56,13,135500
TANN,56,13,135500
SULTAN,56,13,135500
STUCKER,56,13,135500
STOTLER,56,13,135500
STONEMAN,56,13,135500
STEHLE,56,13,135500
STANBACK,56,13,135500
STALLCUP,56,13,135500
SPURR,56,13,135500
SPEERS,56,13,135500
SPADA,56,13,135500
SOLUM,56,13,135500
X,21,3,30000
RISTER,21,3,30000
REMLEY,21,3,30000
REMICK,21,3,30000
RECINOS,21,3,30000
RAMM,21,3,30000
RAABE,21,3,30000
PURSELL,21,3,30000
POYTHRESS,21,3,30000
POLI,21,3,30000
POKORNY,21,3,30000
PLUM,21,3,30000
PETTRY,21,3,30000
PETREY,21,3,30000
PETITT,21,3,30000
PENMAN,21,3,30000
PAYSON,21,3,30000
PAQUET,21,3,30000
PAPPALARDO,21,3,30000
OUTLAND,21,3,30000
OSCAR,21,3,30000
ORENSTEIN,21,3,30000
NUTTALL,21,3,30000
NUCKOLS,21,3,30000
NOTT,21,3,30000
NIMMO,21,3,30000
MURTAGH,21,3,30000
MOUSSEAU,21,3,30000
MOULDER,21,3,30000
MOONEYHAN,21,3,30000
MOAK,21,3,30000
MINCH,21,3,30000
MIERA,21,3,30000
MERCURI,21,3,30000
MEIGHAN,21,3,30000
MCNELLY,21,3,30000
MCGUFFIN,21,3,30000
MCCREERY,21,3,30000
MCCLASKEY,21,3,30000
MAN,21,3,30000
MAINOR,21,3,30000
LUONGO,21,3,30000
LUNDSTROM,21,3,30000
LOUGHMAN,21,3,30000
LOOSE,21,3,30000
LOBO,21,3,30000
LOBB,21,3,30000
LINHART,21,3,30000
LIBERTY,21,3,30000
LEVER,21,3,30000
LEU,21,3,30000
LEITER,21,3,30000
LEHOUX,21,3,30000
LEHN,21,3,30000
LARES,21,3,30000
LAPAN,21,3,30000
LANGHORNE,21,3,30000
LAMON,21,3,30000
LADWIG,21,3,30000
LADSON,21,3,30000
KUZMA,21,3,30000
KREITZER,21,3,30000
KNOP,21,3,30000
KEECH,21,3,30000
KEA,21,3,30000
KADLEC,21,3,30000

SOUDERS,20,2,30000
SOUDER,19,1,30000
SOLES,21,3,30000
SOBERS,22,4,30000
SNODDY,21,3,30000
SMITHER,22,4,30000
SIAS,21,3,30000
SHUTE,22,4,30000
SHOAF,20,2,30000
SHAHAN,21,3,30000
SCHUETZ,20,2,30000
SCAGGS,22,4,30000
SANTINI,21,3,30000
ROSSON,21,3,30000
ROLEN,19,1,30000
ROBIDOUX,22,4,30000
RENTAS,19,1,30000
RECIO,21,3,30000
PIXLEY,20,2,30000
PAWLOWSKI,19,1,30000
PAWLAK,20,2,30000
PAULL,20,2,30000
PASCAL,22,4,30000
OVERBEY,19,1,30000
OREAR,19,1,30000
OLIVERI,19,1,30000
OLDENBURG,20,2,30000
NUTTING,19,1,30000
NAUGLE,22,4,30000
MOTE,28,10,80000
MOSSMAN,22,4,30000
MOOR,22,4,30000
MISNER,19,1,30000
MILAZZO,19,1,30000
MICHELSON,21,3,30000
MEI,22,4,30000
MCENTEE,20,2,30000
MCCULLAR,19,1,30000
MCCREE,22,4,30000
MCALEER,21,3,30000
MAZZONE,20,2,30000
MAXIM,19,1,30000
MARSHAL,21,3,30000
MANDELL,19,1,30000
MANAHAN,19,1,30000
MALOTT,22,4,30000
MAISONET,19,1,30000
MAILLOUX,22,4,30000
LUMLEY,19,1,30000
LOWRIE,21,3,30000
LOUVIERE,21,3,30000
LIPINSKI,20,2,30000
LINDEMANN,20,2,30000
LEPPERT,19,1,30000
LEOPOLD,21,3,30000
LEASURE,22,4,30000
LEAF,22,4,30000
LABARGE,21,3,30000
KUBIK,21,3,30000
KNISELY,22,4,30000
KNEPP,21,3,30000
KENWORTHY,22,4,30000
KENNELLY,19,1,30000
KELCH,21,3,30000
KARG,19,1,30000
KANTER,21,3,30000
IGNACIO,20,2,30000
HYER,20,2,30000
HOUCHIN,19,1,30000
HOSLEY,19,1,30000
HOSLER,21,3,30000
HOLLON,22,4,30000
HOLLEMAN,21,3,30000
HEITMAN,22,4,30000
HEBB,22,4,30000
HAGGINS,21,3,30000
GWALTNEY,21,3,30000
GUIN,20,2,30000
GREENMAN,19,1,30000
GOULDING,21,3,30000
GORDEN,22,4,30000
GOODYEAR,21,3,30000
GERACI,22,4,30000
GEORGES,20,2,30000
GATHERS,21,3,30000
FRISON,21,3,30000
FEAGIN,20,2,30000
FALCONER,21,3,30000
ESPADA,21,3,30000
ERVING,21,3,30000
ERIKSON,20,2,30000
EISENHAUER,21,3,30000
EDER,20,2,30000
EBELING,21,3,30000
DURGIN,21,3,30000
DROWN,21,3,30000
DOWDLE,21,3,30000
DINWIDDIE,20,2,30000
DELCASTILLO,20,2,30000
DEDRICK,21,3,30000
CRIMMINS,20,2,30000
COVELL,20,2,30000
COURNOYER,21,3,30000
CORIA,20,2,30000
COHAN,21,3,30000
CATALDO,20,2,30000
CARPENTIER,20,2,30000
CANAS,21,3,30000
CAMPA,20,2,30000
BRODE,20,2,30000
BRASHEARS,20,2,30000
BLASER,20,2,30000
BICKNELL,20,2,30000
BERK,20,2,30000
BEDNAR,20,2,30000
BARWICK,20,2,30000
ASCENCIO,21,3,30000
ALTHOFF,20,2,30000
ALMODOVAR,21,3,30000
ALAMO,20,2,30000
ZIRKLE,21,3,30000
ZABALA,21,3,30000
XU,21,3,30000
WOLVERTON,21,3,30000
WINEBRENNER,20,2,30000
WETHERELL,21,3,30000
WESTLAKE,20,2,30000
WEGENER,21,3,30000
WEDDINGTON,20,2,30000
VONG,20,2,30000
TUTEN,20,2,30000
TROSCLAIR,20,2,30000
TRIM,21,3,30000
TRESSLER,20,2,30000
THEROUX,20,2,30000
TESKE,21,3,30000
SWORD,20,2,30000
SWINEHART,21,3,30000
SWENSEN,21,3,30000
SUNDQUIST,21,3,30000
SOUTHALL,20,2,30000
SOCHA,20,2,30000
SIZER,20,2,30000
SILVERBERG,21,3,30000
SHORTT,20,2,30000
SHIMIZU,20,2,30000
SHERRARD,21,3,30000
SHEN,21,3,30000
SHAEFFER,21,3,30000
SETH,20,2,30000
SCHEID,21,3,30000
SCHEETZ,20,2,30000
SARAVIA,21,3,30000
SANNER,21,3,30000
RUBINSTEIN,21,3,30000
ROZELL,21,3,30000
ROMER,20,2,30000
RINGO,21,3,30000
RHEAUME,20,2,30000
REISINGER,20,2,30000
RAVEN,20,2,30000
RANDLES,21,3,30000
PULLUM,21,3,30000
PETRELLA,21,3,30000
PAYAN,20,2,30000
PAPP,20,2,30000
PABLO,21,3,30000
NORDIN,21,3,30000
NORCROSS,20,2,30000
NICOLETTI,20,2,30000
NICHOLES,21,3,30000
NEWBOLD,21,3,30000
NAKAGAWA,21,3,30000
MRAZ,21,3,30000
MONTEITH,20,2,30000
MILSTEAD,21,3,30000
MILLINER,21,3,30000
MELLEN,21,3,30000
MCCARDLE,20,2,30000
MATTHIAS,21,3,30000
MARCY,21,3,30000
LUFT,21,3,30000
LOO,20,2,30000
LOCKER,20,2,30000
LIPTAK,20,2,30000
LIPP,20,2,30000
LEITCH,20,2,30000
LATIMORE,21,3,30000
LARRISON,20,2,30000
LANDAU,20,2,30000
LABORDE,20,2,30000
KOVAL,21,3,30000
IZQUIERDO,21,3,30000
HYMEL,20,2,30000
HOSKIN,20,2,30000
HOLTE,20,2,30000
HOEFER,21,3,30000
HAYWORTH,21,3,30000
HAUSMAN,21,3,30000
HARRILL,21,3,30000
HARREL,21,3,30000
HARDT,21,3,30000
GULLY,21,3,30000
GROOVER,21,3,30000
GRINNELL,21,3,30000
GREENSPAN,21,3,30000
GRAVER,20,2,30000
GRANDBERRY,21,3,30000
GORRELL,21,3,30000
GOLDENBERG,20,2,30000
GOGUEN,21,3,30000
GILLELAND,20,2,30000
GARR,21,3,30000
FUSON,21,3,30000
FOYE,21,3,30000
FELT,20,2,30000
FELDMANN,21,3,30000
EVERLY,20,2,30000
DYESS,20,2,30000
DYAL,21,3,30000
DUNNIGAN,21,3,30000
DOWNIE,21,3,30000
DOLBY,21,3,30000
DIVINE,20,2,30000
DEATHERAGE,21,3,30000
DATES,20,2,30000
DANNA,21,3,30000
COSEY,21,3,30000
CORRADO,20,2,30000
CHEEVER,20,2,30000
CELAYA,21,3,30000
CAVER,20,2,30000
CASHION,21,3,30000
CAPLINGER,21,3,30000
CANSLER,20,2,30000
BYRGE,20,2,30000
BRUDER,20,2,30000
BREW,21,3,30000
BREUER,20,2,30000
BRESLIN,20,2,30000
BRAZELTON,21,3,30000
BOTKIN,20,2,30000
BONNEAU,20,2,30000
BONES,20,2,30000
BONDURANT,21,3,30000
BOHANAN,20,2,30000
BOGUE,20,2,30000
BOES,20,2,30000
BODNER,20,2,30000
BOATNER,21,3,30000
BLATT,20,2,30000
BICKLEY,21,3,30000
BELLIVEAU,21,3,30000
BEILER,20,2,30000
BEIER,21,3,30000
BECKSTEAD,20,2,30000
BART,20,2,30000
BANG,21,3,30000
BACHMANN,21,3,30000
ATKIN,21,3,30000
ARON,20,2,30000
ANDREAS,21,3,30000

DRINKARD,23,5,80000
DREILING,23,5,80000
DRAEGER,23,5,80000
DINARDO,23,5,80000
DILLS,23,5,80000
DESROCHES,23,5,80000
DESANTIAGO,23,5,80000
CURRENT,23,5,80000
CURLEE,23,5,80000
CRUMBLEY,23,5,80000
CRITCHLOW,23,5,80000
COURY,23,5,80000
COURTRIGHT,23,5,80000
COFFIELD,23,5,80000
CLEEK,23,5,80000
CHRISTEN,23,5,80000
CHARPENTIER,23,5,80000
CARDONE,23,5,80000
CAPLES,23,5,80000
CANTIN,23,5,80000
BUNTIN,23,5,80000
BUGBEE,23,5,80000
BRINKERHOFF,23,5,80000
BRACKIN,23,5,80000
BOURLAND,23,5,80000
BOHL,23,5,80000
BOGDAN,23,5,80000
BLASSINGAME,23,5,80000
BEACHAM,23,5,80000
BANNING,23,5,80000
AUGUSTE,23,5,80000
ANDREASEN,23,5,80000
AMANN,23,5,80000
ALMON,23,5,80000
ALEJO,23,5,80000
ADELMAN,23,5,80000
ABSTON,23,5,80000
ZENO,23,5,80000
YERGER,23,5,80000
WYMER,23,5,80000
WOODBERRY,23,5,80000
WINDLEY,23,5,80000
WHITEAKER,23,5,80000
WESTFIELD,23,5,80000
WEIBEL,23,5,80000
WANNER,23,5,80000
WALDREP,23,5,80000
VITAL,23,5,80000
VILLANI,23,5,80000
VANARSDALE,23,5,80000
UTTERBACK,23,5,80000
UPDIKE,23,5,80000
TRIGGS,23,5,80000
TOPETE,23,5,80000
TOLAR,23,5,80000
TIGNER,23,5,80000
THOMS,23,5,80000
TAUBER,23,5,80000
TARVIN,23,5,80000
TALLY,23,5,80000
SWINEY,23,5,80000
SWEATMAN,23,5,80000
STUDEBAKER,23,5,80000
STREETS,23,5,80000
STENNETT,23,5,80000
STATES,23,5,80000
STARRETT,23,5,80000
STANNARD,23,5,80000
STALVEY,23,5,80000
SONNENBERG,23,5,80000
SMITHEY,23,5,80000
SIEBER,23,5,80000
SICKLES,23,5,80000
SHINAULT,23,5,80000
SEGARS,23,5,80000
SANGER,23,5,80000
SALMERON,23,5,80000
ROTHE,23,5,80000
RIZZI,23,5,80000
RINE,23,5,80000
RICARD,23,5,80000
RESTREPO,23,5,80000
RALLS,23,5,80000
RAGUSA,23,5,80000
QUIROGA,23,5,80000
PING,23,5,80000
PHUNG,23,5,80000
PERO,23,5,80000
PEGG,23,5,80000
PAVLIK,23,5,80000
PAPENFUSS,23,5,80000
OROPEZA,23,5,80000
OMAR,23,5,80000
OKANE,23,5,80000
NEER,23,5,80000
NEE,23,5,80000
NATHANIEL,23,5,80000
MUDGE,23,5,80000
MOZINGO,23,5,80000
MOLINARO,23,5,80000
MIKEL,23,5,80000
MCVICKER,23,5,80000
MCGARVEY,23,5,80000
MCFALLS,23,5,80000
MCCRANEY,23,5,80000
MATUS,23,5,80000
MAGERS,23,5,80000
LLANOS,23,5,80000
LIVERMORE,23,5,80000
LISS,23,5,80000
LINEHAN,23,5,80000
LETO,23,5,80000
LEITNER,23,5,80000
LAYMON,23,5,80000
LAWING,23,5,80000
LAWERENCE,23,5,80000

BOHRER,22,4,30000
BLUBAUGH,22,4,30000
BEVER,22,4,30000
BERGGREN,22,4,30000
BENEVIDES,22,4,30000
AROCHO,22,4,30000
ARENDS,22,4,30000
AMEZCUA,22,4,30000
ALMENDAREZ,22,4,30000
ZALEWSKI,22,4,30000
WITZEL,22,4,30000
WINKFIELD,22,4,30000
WILHOITE,22,4,30000
VARA,22,4,30000
VANGUNDY,22,4,30000
VANFLEET,22,4,30000
VANETTEN,22,4,30000
VANDERGRIFF,22,4,30000
URBANSKI,22,4,30000
TYRELL,22,4,30000
TROIANO,22,4,30000
TICKLE,22,4,30000
THIBODAUX,22,4,30000
STRAUS,22,4,30000
STONEKING,22,4,30000
STJEAN,22,4,30000
STILLINGS,22,4,30000
STIFF,22,4,30000
STANGE,22,4,30000
SQUARE,22,4,30000
SPEICHER,22,4,30000
SPEEGLE,22,4,30000
SOWA,22,4,30000
SMELTZER,22,4,30000
SLAWSON,22,4,30000
SIMMONDS,22,4,30000
SHUTTLEWORTH,22,4,30000
SERPA,22,4,30000
SENGER,22,4,30000
SEIDMAN,22,4,30000
SCHWEIGER,22,4,30000
SCHLOSS,22,4,30000
SCHIMMEL,22,4,30000
SCHECHTER,22,4,30000
SAYLER,22,4,30000
SABB,22,4,30000
SABATINI,22,4,30000
RONAN,22,4,30000
RODIGUEZ,22,4,30000
RIGGLEMAN,22,4,30000
RICHINS,22,4,30000
REEP,22,4,30000
REAMER,22,4,30000
PRUNTY,22,4,30000
PORATH,22,4,30000
PLUNK,22,4,30000
PILAND,22,4,30000
PHILBROOK,22,4,30000
PETTITT,22,4,30000
PERNA,22,4,30000
PERALEZ,22,4,30000
PASCALE,22,4,30000
PADULA,22,4,30000
OBOYLE,22,4,30000
NIVENS,22,4,30000
NICKOLS,22,4,30000
MURPH,22,4,30000
MUNDT,22,4,30000
MUNDEN,22,4,30000
MONTIJO,22,4,30000
MCMANIS,22,4,30000
MCGRANE,22,4,30000
MCCRIMMON,22,4,30000
MANZI,22,4,30000
MANGOLD,22,4,30000
MALICK,22,4,30000
MAHAR,22,4,30000
MADDOCK,22,4,30000
LUST,22,4,30000
LOSEY,22,4,30000
LOOP,22,4,30000
LITTEN,22,4,30000
LINER,22,4,30000
LEFF,22,4,30000
LEEDY,22,4,30000
LEAVELL,22,4,30000
LADUE,22,4,30000
KRAHN,22,4,30000
KLUGE,22,4,30000
JUNKER,22,4,30000
IVERSEN,22,4,30000
IMLER,22,4,30000
HURTT,22,4,30000
HUIZAR,22,4,30000
HUBBERT,22,4,30000
HOWINGTON,22,4,30000
HOLLOMON,22,4,30000
HOLDREN,22,4,30000
HOISINGTON,22,4,30000
HISE,22,4,30000
HEIDEN,22,4,30000
HAUGE,22,4,30000
HARTIGAN,22,4,30000
GUTIRREZ,22,4,30000
GRIFFIE,22,4,30000
